id,name,relationship,relative,relativename
Q12178659,Ahmed Al-Karboli,relative,Q60575077,
Q12178659,Ahmed Al-Karboli,sibling,Q6127521,
Q1316,Saddam Hussein,child,Q272154,
Q1316,Saddam Hussein,child,Q3052505,
Q1316,Saddam Hussein,child,Q3052569,
Q1316,Saddam Hussein,child,Q311916,
Q1316,Saddam Hussein,child,Q336347,
Q1316,Saddam Hussein,father,Q16051068,
Q1316,Saddam Hussein,spouse,Q253660,
Q1316,Saddam Hussein,spouse,Q3079292,
Q1351888,Hussain al-Shahristani,sibling,Q72977853,
Q1595996,Usama al-Nujayfi,sibling,Q12178359,
Q17410819,Fuad Masum,child,Q17198142,
Q253660,Sajida Talfah,child,Q272154,
Q253660,Sajida Talfah,child,Q3052505,
Q253660,Sajida Talfah,child,Q3052569,
Q253660,Sajida Talfah,child,Q311916,
Q253660,Sajida Talfah,child,Q336347,
Q253660,Sajida Talfah,father,Q1430773,
Q253660,Sajida Talfah,sibling,Q107615192,
Q253660,Sajida Talfah,sibling,Q359413,
Q253660,Sajida Talfah,spouse,Q1316,
Q2646641,Ali Allawi,father,Q57666557,
Q307168,Abdul Aziz al-Hakim,father,Q4115267,
Q313816,Ayad Allawi,child,Q106697836,
Q313816,Ayad Allawi,relative,Q3319066,
Q315927,Masoud Barzani,child,Q5892168,
Q315927,Masoud Barzani,father,Q368858,
Q315927,Masoud Barzani,sibling,Q1399351,
Q315927,Masoud Barzani,sibling,Q2472586,
Q332544,Rowsch Shaways,father,Q66398665,
Q357116,Adil Abdul-Mahdi,father,Q56231237,
Q359766,Adnan Pachachi,child,Q6797977,
Q359766,Adnan Pachachi,father,Q2891051,
Q400837,Ahmed Chalabi,father,Q57296284,
Q400837,Ahmed Chalabi,sibling,Q57301346,
Q4682260,Naseer al-Chaderchi,father,Q6837043,
Q4682260,Naseer al-Chaderchi,sibling,Q7333210,
Q557630,Nechervan Idris Barzani,father,Q1399351,
Q55979662,,sibling,Q1100768,
Q57206059,Adnan Al-Ani,sibling,Q64495862,
Q57306,Jalal Talabani,child,Q39650449,
Q57306,Jalal Talabani,spouse,Q5742719,
Q5742719,Hero Ibrahim Ahmed,spouse,Q57306,
Q6519831,Leila Abdul-Latif,sibling,Q20397701,
Q66777330,Sarbagh Salih,spouse,Q808173,
Q715989,Mohammad Bahr al-Ulloum,child,Q106942853,
Q715989,Mohammad Bahr al-Ulloum,child,Q1655960,
Q7521741,Sinan Al Shabibi,father,Q4119281,
Q7521741,Sinan Al Shabibi,relative,Q67173455,
Q7521741,Sinan Al Shabibi,relative,Q71253343,
Q808173,Barham Salih,spouse,Q66777330,
Q97129077,Ghaida Kambash,spouse,Q97129529,
