item,itemLabel,startDate,endDate,psid
Q19432805,خالد العبيدي,2014-10,2016-08,Q19432805-2E934FB7-1CD9-405F-9FC6-1ABCDD625BAB
Q2208925,سعدون الدليمي,2005-06-01,2006-03-06,Q2208925-67EF16D1-BAC0-4A9E-A936-2FD2827DBE29
Q2208925,سعدون الدليمي,2011-08-17,2014-10,Q2208925-E97D07BC-3D49-4951-BFB7-89BCF5A24944
Q2646641,علي علاوي,2004-04,2004-06,Q2646641-64BF285F-7F56-4C99-B56B-11DE100310F3
Q28716928,عرفان الحيالي,2017-01,2019-06,Q28716928-59C31257-F3DA-41E4-AC16-901B3EECCAF5
Q324581,حازم الشعلان,2004-06,2005-06-01,Q324581-16DE5A7F-7FB4-42A7-B1E9-FC88C85FAB2B
Q57673,نوري المالكي,2010-12-21,2011-08-17,Q57673-88C7F2D9-EAD9-434C-99B3-2E7D2BF17A86
Q72306460,نجاح الشمري,2019-06-24,2020-05-06,Q72306460-2699093B-CE3D-409E-8B1D-233C2FF45538
Q7265770,عبد القادر العبيدي,2006-03-06,2010-12-21,Q7265770-DC9C88D9-94EA-406E-940F-3B55AAA4A51F
Q93654245,جمعة عناد,2020-05-06,,Q93654245-C6321631-4722-4B39-9B4D-9C96BAA50703
