position,title
Q889817,President
Q4117119,Vice President
Q1476165,Prime Minister
Q20423494,Deputy Prime Minister
Q58195518,Minister of Agrarian Reform
Q110634580,Minister of Agriculture
Q64748068,Minister of Agriculture and Agrarian Reform
Q57270285,Minister of Agriculture and Irrigation
Q56043357,Minister of Awqaf
Q67209439,Minister of Awqaf and Religious Affairs
Q110634118,"Minister of Communications"
Q55691727,Minister of Construction
Q55691705,Minister of Construction and Housing
Q96119237,"Minister of Construction, Housing, Municipalities and Public Works"
Q110634577,Minister of Culture
Q56697377,Minister of Culture and Guidance
Q55684412,Minister of Culture and Information
Q22690703,Minister of Defence
Q56196437,Minister of Displacement and Migration
Q66828321,Minister of Domestic Trade
Q62268346,Minister of Economy
Q20470741,Minister of Economy
Q57401232,Minister of Economy and Transportation
Q110633948,Minister of Education
Q57363560,Minister of Electricity
Q28104676,Minister of Finance
Q6895071,Minister of Foreign Affairs
Q64153401,Minister of Guidance
Q55707499,Ministrer of Guidance
Q6866166,Minister of Health
Q55691077,Minister of Higher Education and Scientific Research
Q56885008,minister of Housing and Reconstruction
Q110634125,Minister of Industry
Q25463377,Minister of Interior
Q66828325,Minister of International Trade
Q56256826,Minister of Irrigation
Q56244228,Minister of Irrigation and Agriculture
Q106964104,Minister of Justice
Q55714273,Minister of Knowledges
Q56697253,Minister of Labor and Social Affairs
Q56867915,Minister of Military Industrialization
Q66360578,Minister of Municipal Affairs
Q12251008,Minister of Municipalities
Q56650429,Minister of Municipalities and Public Works
Q66085051,Minister of North Affairs
Q64153946,Minister of North Construction
Q55691802,Minister of Oil
Q66167561,Minister of Oil and Minerals
Q55691776,Minister of Planning
Q56650446,Minister of Public Works and Housing
Q66395967,Minister of Public Works and Housing
Q56241386,Minister of Science and Technology
Q57516271,Minister of Supply
Q55693859,Minister of Trade
Q56161778,Minister of Transport and Works
Q55755041,Minister of Transport and Works
Q66360580,Minister of Transportation
Q56884070,Minister of Transportation and Communications
Q64160785,Minister of Unity
Q110634545,Minister of Water Resources
Q57270337,Minister of Works and Transportation
Q65095623,Minister of Youth
Q37827445,Minister of Youth and Sports
Q64153902,Minster of State for Awqaf
Q66395654,Minister of State for Kudish Affairs
Q66385462,Minister of State for Military Affairs
Q64859730,Minister of State for North Reconstruction
Q110634586,Minister of State for Parliament Affairs
Q66438318,Minister of State for Waqf Affairs
Q65232506,Minister of State for Women's Affairs
Q20404109,Speaker of Council of Representatives
Q56233286,Mayor of Baghdad
